web-scraper-order,web-scraper-start-url,venue,venue-href,tabs,tabs-href,Pos,Num,Driver,Car,Time,Gap,Laps
"1601159161-1408","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-2.html","4","55","Carlos
                    Sainz
                    SAI","McLaren Renault","1:34.723","+1.204s","36"
"1601159265-2001","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-3.html","17","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","1:18.940","+1.718s","15"
"1601159347-2426","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-2.html","6","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:42.588","+2.124s","7"
"1601159193-1600","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","4","Lando
                    Norris
                    NOR","McLaren Renault","24.137","null","null"
"1601159366-2559","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1047/hungary/fastest-laps.html","14","5","Sebastian
                    Vettel
                    VET","Ferrari","1:20.363","null","null"
"1601159375-2604","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-2.html","19","8","Romain
                    Grosjean
                    GRO","Haas Ferrari","1:06.096","+2.436s","38"
"1601159216-1742","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1052/italy/starting-grid.html","14","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","1:20.926","null","null"
"1601159171-1478","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1054/russia/starting-grid.html","14","63","George
                    Russell
                    RUS","Williams Mercedes","1:33.583","null","null"
"1601159239-1872","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1051/belgium/qualifying.html","7","55","Carlos
                    Sainz
                    SAI","McLaren Renault","null","null","15"
"1601159216-1748","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1052/italy/starting-grid.html","20","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","1:21.717","null","null"
"1601159296-2167","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/qualifying.html","8","16","Charles
                    Leclerc
                    LEC","Ferrari","null","null","16"
"1601159366-2546","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1047/hungary/fastest-laps.html","1","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:16.627","null","null"
"1601159355-2471","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1047/hungary/qualifying.html","11","3","Daniel
                    Ricciardo
                    RIC","Renault","null","null","14"
"1601159375-2605","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-2.html","20","3","Daniel
                    Ricciardo
                    RIC","Renault","","","2"
"1601159269-2019","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1050/spain/qualifying.html","15","31","Esteban
                    Ocon
                    OCO","Renault","null","null","12"
"1601159279-2097","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1050/spain/fastest-laps.html","18","5","Sebastian
                    Vettel
                    VET","Ferrari","1:22.707","null","null"
"1601159304-2238","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","44","Lewis
                    Hamilton
                    HAM","Mercedes","29.402","null","null"
"1601159375-2590","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-2.html","5","55","Carlos
                    Sainz
                    SAI","McLaren Renault","1:04.333","+0.673s","45"
"1601159246-1910","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1051/belgium/pit-stop-summary.html","null","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","23.532","null","null"
"1601159362-2538","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/pit-stop-summary.html","null","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","21.831","null","null"
"1601159379-2620","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1046/austria/qualifying.html","15","20","Kevin
                    Magnussen
                    MAG","Haas Ferrari","null","null","22"
"1601159366-2555","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1047/hungary/fastest-laps.html","10","11","Sergio
                    Perez
                    PER","Racing Point BWT Mercedes","1:20.090","null","null"
"1601159347-2432","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-2.html","12","4","Lando
                    Norris
                    NOR","McLaren Renault","1:46.000","+5.536s","5"
"1601159276-2051","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1050/spain/pit-stop-summary.html","null","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","23.036","null","null"
"1601159304-2232","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","27.693","null","null"
"1601159261-1975","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-2.html","11","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:18.357","+1.474s","39"
"1601159389-2666","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1046/austria/fastest-laps.html","1","55","Carlos
                    Sainz
                    SAI","McLaren Renault","1:05.619","null","null"
